Título,Autores,Resumen,Año,URL
Predicting Medical Outcomes,"R Bellazzi, A Dagliati, G Nicora","learning models, without getting trapped into overfitting due to poor parameter estimation.   trajectories with an approach based on topological data analysis, then pseudo time-series",2022,No disponible
Deep grading for MRI-based differential diagnosis of Alzheimer's disease and Frontotemporal dementia,"HD Nguyen, M Clément, V Planche",Alzheimer’s disease and Frontotemporal dementia are common forms of neurodegenerative  dementia. Behavioral alterations and cognitive impairments are found in the clinical,2023,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10904714/
"Trends, limits, and challenges of computer technologies in attention deficit hyperactivity disorder diagnosis and treatment",R Montaleão Brum Alves,Attention deficit hyperactivity disorder (ADHD) is a neurobiological condition that appears  during an individual's childhood and may follow her/him for life. The research objective was to,2022,No disponible
Case studies in network community detection,"S Shai, N Stanley, C Granell, D Taylor, PJ Mucha","Most networks representing real-world systems display community structure, and many  visualizations of networks lend themselves naturally to observations about group-level",2017,https://arxiv.org/pdf/1705.02305
Towards better Interpretable and Generalizable AD detection using Collective Artificial Intelligence,"HD Nguyena, M Clémenta, B Mansencala, P Coupéa","Accurate diagnosis and prognosis of Alzheimer’s disease are crucial for developing new  therapies and reducing the associated costs. Recently, with the advances of convolutional",NA,https://www.academia.edu/download/92890052/2206.03247.pdf
11 Tensor Methods for,"C Minoccheri, R Soroushmehr, J Gryak","repurposing, by constructing a three-way tensor with modes drug, target, and disease, and  decomposing it to find latent factors, which are then clustered using topological data analysis.",2022,No disponible
Role of General Adversarial Networks in Mammogram Analysis: A Review,"A Gopal, L Gandhimaruthian, J Ali",accurate breast density estimation. The precision of breast density estimation was further  supported  Multi-channel generative adversarial network for parallel magnetic resonance image,2020,No disponible
On the Surprising Behaviour of\textttnode2vec,"C Hacker, B Rieck","Graph embedding techniques are a staple of modern graph learning research. When using  embeddings for downstream tasks such as classification, information about their stability and",2022,https://proceedings.mlr.press/v196/hacker22a/hacker22a.pdf
Achieving symptom relief in patients with myalgic encephalomyelitis by targeting the neuro-immune interface and optimizing disease tolerance,"L Rodriguez, C Pou, T Lakshmikanth","Myalgic encephalomyelitis (ME) previously also known as chronic fatigue syndrome is a  heterogeneous, debilitating syndrome of unknown etiology responsible for long-lasting",2023,https://academic.oup.com/ooim/article-pdf/4/1/iqad003/50147395/iqad003.pdf
A survey on neuromarketing using EEG signals,"V Khurana, M Gahalawat, P Kumar","[175] proposed a topological data analysis scheme to find the relation between hand-crafted  features and deep-learned representations. Moreover, SHAP (SHapley Additive",2021,https://unbscholar.lib.unb.ca/bitstreams/69f1e049-e4ad-463b-8230-c63cb549eccf/download
Gromov-Wasserstein Distances and their Lower Bounds,CA Weitkamp,"In various applications in biochemistry, computer vision and machine learning, it is of great  interest to compare general objects in a pose invariant manner. Recently, the following",2022,https://ediss.uni-goettingen.de/bitstream/handle/11858/14365/Thesis_Weitkamp.pdf?sequence=1
Dirac synchronization is rhythmic and explosive,"L Calmon, JG Restrepo, JJ Torres","Topological signals defined on nodes, links and higher dimensional simplices define the  dynamical state of a network or of a simplicial complex. As such, topological signals are",2022,https://www.nature.com/articles/s42005-022-01024-9.pdf
EEGg: Generating Synthetic EEG Signals in Matlab Environment,"AY Vaziri, B Makkiabadi","Purpose: Utilizing Electroencephalogram (EEG) is more than at any time in history, therefore  we have introduced an open-source MATLAB function to provide simulated EEG which is",2023,https://fbt.tums.ac.ir/index.php/fbt/article/view/590/326
Machine learning in cardiovascular imaging,"N Kagiyama, M Tokodi","Artificial intelligence (AI) has become an integral part of our daily life; for example, we use  face recognition to unlock smartphones, talk to smart speakers that analyze and execute our",2022,No disponible
Exploring alternative approaches to precision medicine through genomics and artificial intelligence–a systematic,"H Mumtaz, M Saqib, S Jabeen, M Muneeb, W Mughal","The core idea behind precision medicine is to pinpoint the subpopulations that di er from  one another in terms of disease risk, drug responsiveness, and treatment outcomes due to di",NA,https://www.researchgate.net/profile/Syed-Muhammad-Ismail/publication/374603452_Exploring_alternative_approaches_to_precision_medicine_through_genomics_and_arti_cial_intelligence_-a_systematic_review_View_altmetric_score/links/652699be3fa934104b1664a1/Exploring-alternative-approaches-to-precision-medicine-through-genomics-and-arti-cial-intelligence-a-systematic-review-View-altmetric-score.pdf
Gradient self-weighting linear collaborative discriminant regression classification for human cognitive states classification,"KO Gupta, PN Chatur","In recent decades, huge volumes of data are available to inspect human brain activities for  disease detection. Specifically, the functional magnetic resonance imaging (fMRI) is a",2020,No disponible
A precision medicine agenda in traumatic brain injury,"J Cruz Navarro, LL Ponce Mejia",Traumatic brain injury remains a leading cause of death and disability across the globe.  Substantial uncertainty in outcome prediction continues to be the rule notwithstanding the,2022,https://www.frontiersin.org/articles/10.3389/fphar.2022.713100/pdf
A comprehensive survey on deep graph representation learning methods,"IA Chikwendu, X Zhang, IO Agyemang","Learning to represent graphs uses various methodologies derived from graph theory,  manifold learning, topological data analysis, neural networks, and generative graph models.",2023,https://www.jair.org/index.php/jair/article/download/14768/26973
Supervised deep learning with vision transformer predicts delirium using limited lead EEG,"MA Mulkey, H Huang, T Albanese, S Kim, B Yang",As many as 80% of critically ill patients develop delirium increasing the need for institutionalization  and higher morbidity and mortality. Clinicians detect less than 40% of delirium when,2023,https://www.nature.com/articles/s41598-023-35004-y.pdf
"Towards personalized computational oncology: from spatial models of tumour spheroids, to organoids, to tissues","A Karolak, DA Markov",A main goal of mathematical and computational oncology is to develop quantitative tools to  determine the most effective therapies for each individual patient. This involves predicting the,2018,https://royalsocietypublishing.org/doi/pdf/10.1098/rsif.2017.0703?download=true
Decoherence effects in a three-level system under Gaussian process,"SM Zangi, A ur Rahman, ZX Ji, H Ali, HG Zhang","investigated using quantum Fisher information and quantum estimation theory, as discussed  in [ losses using quantum Fisher information and estimation theory for single and three-qubit",2022,https://www.mdpi.com/2073-8994/14/12/2480/pdf
Learning to predict crystal plasticity at the nanoscale: Deep residual networks and size effects in uniaxial compression discrete dislocation simulations,"Z Yang, S Papanikolaou, ACE Reid, W Liao",The density and configurational changes of crystal dislocations during plastic deformation  influence the mechanical properties of materials. These influences have become clearest in,2020,https://www.nature.com/articles/s41598-020-65157-z.pdf
An insight on recent advancements and future perspectives in detection techniques of Parkinson's disease,"S Sankineni, A Saraswat, M Suchetha, SN Aakur","Speech data, sensor data, and magnetic resonance image ( velocity was used in the estimation  of stability in phonation when  a methodology that uses Topological Data Analysis (TDA)",2024,https://www.researchgate.net/profile/Suchetha-Manikandan/publication/372219964_An_insight_on_recent_advancements_and_future_perspectives_in_detection_techniques_of_Parkinson%27s_disease/links/6524bb7bb0df2f20a221a804/An-insight-on-recent-advancements-and-future-perspectives-in-detection-techniques-of-Parkinsons-disease.pdf
Hyporesponsive reward anticipation in the basal ganglia following severe institutional deprivation early in life,"MA Mehta, E Gore-Langton, N Golembo","image was also acquired using single-shot EPI with TR = 3000 msec, TE = 40 msec, FOV =  24 cm, 3 mm slice thickness with 0.3 mm gap, matrix = 128 2 , and 43 slices for estimation of",2010,No disponible
Cognitive and behavioural flexibility: neural mechanisms and clinical considerations,LQ Uddin,Cognitive and behavioural flexibility permit the appropriate adjustment of thoughts and  behaviours in response to changing environmental demands. Brain mechanisms enabling,2021,https://www.nature.com/articles/s41583-021-00428-w.pdf
BIBLIOGRAFIA ADHD OTTOBRE 2015,"K Grogan, J Bramham",application of the following adjustments to significance levels obtained from standard  statistical methodology: (1) a significance test for the lower bound of the 95 % confidence interval,2015,http://adhd.marionegri.it/download/ADHD_Newsletter/2015/NL_ottobre.pdf
Virtual Reality and Movement Disorders,"R Kaur, ME Hernandez, R Sowers",This chapter reviews the utilization of virtual reality (VR) for evaluating the effects of fear of  falling on balance and gait function. Through the integration of VR and brain-computer,2022,No disponible
Life-cycle decisions for biomedical data: The challenge of forecasting costs,"National Academies of Sciences, Policy, Global Affairs","Biomedical research results in the collection and storage of increasingly large and complex  data sets. Preserving those data so that they are discoverable, accessible, and interpretable",2020,No disponible
Segmentation and classification of multimodal medical images based on generative adversarial learning and convolutional neural networks,VK Singh,The main aim of this thesis is to create an advanced CAD system for any type of medical  image modality with high sensitivity and specificity rates based on deep learning techniques.,2019,https://www.tdx.cat/bitstream/handle/10803/668445/TESI.pdf?sequence=2.xml
Application of Artificial Intelligence/Machine Learning for Cardiovascular Diseases,S Aryal,"For example, topological data analysis, a relatively new unsupervised ML approach, was  utilized in designing the patient-patient similarity network based on clinical measurements of",2021,https://etd.ohiolink.edu/acprod/odb_etd/ws/send_file/send?accession=mco1628211838373172&disposition=inline
Artificial intelligence in cardiovascular imaging,"K Seetharam, JK Min","Another innovative mechanism within unsupervised learning is topological data analysis (TDA),  which builds a corresponding network and shape from data. Casaclang-Verzosa et al.",2021,No disponible
Sebastian A. Kurtek,Y Chen,"on Automatic Control, Journal of Applied Statistics, NeuroImage, IEEE Trans. on Pattern  Analysis and Machine Intelligence, Journal of Computational and Graphical Statistics, Journal of",2012,https://www.asc.ohio-state.edu/kurtek.1/CV.pdf
Achieving symptom relief in patients with myalgic encephalomyelitis by targeting the neuro-immune interface and optimizing disease tolerance.,"L Rodriguez, C Pou, T Lakshmikanth","Myalgic encephalomyelitis (ME) previously also known as chronic fatigue syndrome is a  heterogeneous, debilitating syndrome of unknown etiology responsible for long-lasting",2023,No disponible
Review of analytical instruments for EEG analysis,"SN Agapov, VA Bulanov, AV Zakharov","as Infomax, maximum likelihood estimation, the maximum a  TDA: Topological data analysis  appeared only several years  the main concept of topological data analysis. Any data have",2016,https://soojin7897.github.io/BELab/paper/Review%20of%20analytical%20instruments%20for%20EEG%20analysis.pdf
"Danielle S. Bassett, Ph. D.","SC Director, MS Gazzaniga",The importance of the whole: topological data analysis for the network neuroscientist.   Different shades of default mode disturbance in schizophrenia: Subnodal covariance estimation in,1914,https://neuroscience.stanford.edu/sites/default/files/bassett_cv_11_13_2018.pdf
From CT to fMRI: Larry Shepp's Impact on Medical Imaging,MA Lindquist,"Larry Shepp worked extensively in the field of medical imaging for almost 40 years. He  made seminal contributions to the areas of computed tomography (CT), positron emission",2016,https://cap.columbia.edu/sites/default/files/content/Documents/From%20CT%20to%20fMRI-%20Larry%20Shepp's%20Impact%20on%20Medical%20Imaging.pdf
"Narrative review of open source, proprietary, and experimental artificial intelligence algorithms in radiology","AR Ghorishi, FO Ogunfuwa, TM Ghaddar","photon emission computerized tomography; CI, confidence interval; ADC, apparent  diffusion  injury using topological data analysis. PLoS One 2017;12:e0169490. [Crossref] [PubMed]",2023,https://jmai.amegroups.org/article/view/7717/html
Artificial Intelligence: Current challenges and Inria's engagement-Inria white paper,B Braunschweig,"-founded theories gave birth to the field of Topological Data Analysis (TDA), which is now   First, building on its strong expertise in Topological Data Analysis, DataShape designs new",2021,https://inria.hal.science/hal-01564589/file/Livre_Blanc_IA_MS_20210428%20%281%29.pdf
Affective computing on machine learning-based emotion recognition using a self-made EEG device,"ND Mai, BG Lee, WY Chung","In this research, we develop an affective computing method based on machine learning for  emotion recognition using a wireless protocol and a wearable electroencephalography (EEG",2021,https://www.mdpi.com/1424-8220/21/15/5135/pdf
A survey on tools and techniques for localizing abnormalities in X-ray images using deep learning,"M Aasem, MJ Iqbal, I Ahmad, MO Alassafi, A Alhomoud","Deep learning is expanding and continues to evolve its capabilities toward more accuracy,  speed, and cost-effectiveness. The core ingredients for getting its promising results are",2022,https://www.mdpi.com/2227-7390/10/24/4765/pdf
Achieving symptom relief in patients with Myalgic encephalomyelitis by targeting the neuro-immune interface and inducing disease tolerance,"TQL Juto, P Julin, P Brodin","Myalgic encephalomyelitis, ME, previously also known as chronic fatigue syndrome (CFS)  is a heterogeneous, debilitating syndrome of unknown etiology responsible for long-lasting",NA,https://www.biorxiv.org/content/10.1101/2020.02.20.958249v1.full.pdf?fbclid=IwAR1WBScNQwXAX8Szm9PKOAdq8nazps28HT0YUyo3bcD_9v9quUFfK-3F3HU
Predicting adult attention deficit hyperactivity disorder (ADHD) using vocal acoustic features,"GG von Polier, E Ahlers, J Amunts, J Langner, KR Patil","Speaker age estimation on conversational telephone speech using senone posterior  based i-vectors. in 2016 IEEE International Conference on Acoustics, Speech and Signal",2021,https://www.medrxiv.org/content/medrxiv/early/2021/03/24/2021.03.18.21253108.full.pdf
"DeepHealth: Deep Learning for Health Informatics reviews, challenges, and opportunities on medical imaging, electronic health records, genomics, sensing …","GHJ Kwak, P Hui",[143] proposed topological data analysis for subtypes of Tinnitus and A ention De cit  Hyperactivity Disorder (ADHD). Phenotyping algorithms were implemented to identify patients with,2019,https://www.researchgate.net/profile/Pan-Hui-7/publication/335600087_DeepHealth_Deep_Learning_for_Health_Informatics/links/5d733d9da6fdcc9961b5280a/DeepHealth-Deep-Learning-for-Health-Informatics.pdf
DeepHealth: Review and challenges of artificial intelligence in health informatics,"GH Kwak, P Hui","Similar to those, [217] suggested log-likelihood and [218] proposed topological data  analysis for subtypes of tinnitus and attention deficit hyperactivity disorder (ADHD).",2019,https://arxiv.org/pdf/1909.00384
Application of artificial intelligence in cardiovascular medicine,"X Cheng, I Manandhar, S Aryal, B Joe","For example, topological data analysis, a relatively new unsupervised ML approach, was  utilized  Automated cardiovascular magnetic resonance image analysis with fully convolutional",2021,https://www.researchgate.net/profile/Sachin-Aryal/publication/354795292_Application_of_Artificial_Intelligence_in_Cardiovascular_Medicine/links/6622bf6943f8df018d1a22d6/Application-of-Artificial-Intelligence-in-Cardiovascular-Medicine.pdf
Validation of the Delirium Rating Scale-revised-98: comparison with the delirium rating scale and the cognitive test for delirium,"PT Trzepacz, D Mittal, R Torres","The DRS-R-98, a 16-item clinician-rated scale with 13 severity items and 3 diagnostic items,  was validated against the Cognitive Test for Delirium (CTD), Clinical Global Impression",2001,https://neuro.psychiatryonline.org/doi/full/10.1176/jnp.13.2.229
NONLINEAR ANALYSES OF ELECTROGASTROGRAMS DURING OLFACTORY STIMULATION WITH VANILLA ODORANT,"E Takai, K Nakane, H Takada","the estimation of the embedding dimension was examined  2.5 Estimation of Minimum  Embedding  investigation of topological data analysis for EEG signals,",NA,No disponible
Technical Program Schedule,"PM Hall, L AKTU, J Allen, ST Pantelides","University of Buckingham, Buckingham, United Topological Data Analysis for Machine   L2-L1 Fidelity based Elastic Net Regularisation for Magnetic Resonance Image Denoising",NA,https://scholar.archive.org/work/6qngzdyhn5bpdmq5hakaybjo3q/access/wayback/https://ieeexplore.ieee.org/ielx7/9070055/9076892/09076909.pdf
Minimum redundancy feature selection from microarray gene expression data,"C Ding, H Peng",How to selecting a small subset out of the thousands of genes in microarray data is important  for accurate classification of phenotypes. Widely used methods typically rank genes,2005,https://home.penglab.com/papersall/docpdf/2004_JBCB_feasel-04-06-15.pdf
Physiological time-series analysis: what does regularity quantify?,"SM Pincus, AL Goldberger",Approximate entropy (ApEn) is a recently developed statistic quantifying regularity and  complexity that appears to have potential application to a wide variety of physiological and,1994,https://journals.physiology.org/doi/pdf/10.1152/ajpheart.1994.266.4.H1643
Recent Comments Archives Categories,JS Marron,"Density estimation and bump-hunting by the penalized likelihood method exemplified by  scattering and meteorite data. Journal of the American Statistical Association, 75(369), 42-56 (",NA,https://marron.web.unc.edu/course-home-page-stor-881-object-oriented-data-analysis-spring-2024/
Estimation of animal location from neural population activity using persistent cohomology (Persistent cohomology を用いた 神経集団活動からの動物位置の推定),川原大典,(B) Raster plots of 100 place cells for 5000 seconds (C) Results of animal location estimation  using previous methods. Here we show the best estimation results out of 6 experiments.,2023,https://repository.dl.itc.u-tokyo.ac.jp/record/2007719/files/K-08816.pdf
