PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"35013702","Machine learning approaches in Covid-19 severity risk prediction in Morocco","Laatifi M, Douzi S, Bouklouz A, Ezzine H, Jaafari J, Zaid Y, El Ouahidi B, Naciri M.","J Big Data. 2022;9(1):5. doi: 10.1186/s40537-021-00557-0. Epub 2022 Jan 6.","Laatifi M","J Big Data","2022","2022/01/11","PMC8733912","","10.1186/s40537-021-00557-0"
"37449464","The robustness of persistent homology of brain networks to data acquisition-related non-neural variability in resting state fMRI","Kumar S, Shovon AR, Deshpande G.","Hum Brain Mapp. 2023 Sep;44(13):4637-4651. doi: 10.1002/hbm.26403. Epub 2023 Jul 14.","Kumar S","Hum Brain Mapp","2023","2023/07/14","PMC10400795","","10.1002/hbm.26403"
"32728675","Autism Classification Using Topological Features and Deep Learning: A Cautionary Tale","Rathore A, Palande S, Anderson JS, Zielinski BA, Fletcher PT, Wang B.","Med Image Comput Comput Assist Interv. 2019 Oct;11766:736-744. doi: 10.1007/978-3-030-32248-9_82. Epub 2019 Oct 10.","Rathore A","Med Image Comput Comput Assist Interv","2019","2020/07/31","PMC7390646","NIHMS1609903","10.1007/978-3-030-32248-9_82"
"21226895","Shape-based peak identification for ChIP-Seq","Hower V, Evans SN, Pachter L.","BMC Bioinformatics. 2011 Jan 12;12:15. doi: 10.1186/1471-2105-12-15.","Hower V","BMC Bioinformatics","2011","2011/01/14","PMC3032669","","10.1186/1471-2105-12-15"
"37628180","A Probabilistic Result on Impulsive Noise Reduction in Topological Data Analysis through Group Equivariant Non-Expansive Operators","Frosini P, Gridelli I, Pascucci A.","Entropy (Basel). 2023 Jul 31;25(8):1150. doi: 10.3390/e25081150.","Frosini P","Entropy (Basel)","2023","2023/08/26","PMC10453830","","10.3390/e25081150"
"32017676","The chromatin bound proteome of the human malaria parasite","Batugedara G, Lu XM, Saraf A, Sardiu ME, Cort A, Abel S, Prudhomme J, Washburn MP, Florens L, Bunnik EM, Le Roch KG.","Microb Genom. 2020 Feb;6(2):e000327. doi: 10.1099/mgen.0.000327. Epub 2020 Feb 4.","Batugedara G","Microb Genom","2020","2020/02/05","PMC7067212","","10.1099/mgen.0.000327"
"31756191","Clustering-independent analysis of genomic data using spectral simplicial theory","Govek KW, Yamajala VS, Camara PG.","PLoS Comput Biol. 2019 Nov 22;15(11):e1007509. doi: 10.1371/journal.pcbi.1007509. eCollection 2019 Nov.","Govek KW","PLoS Comput Biol","2019","2019/11/23","PMC6897424","","10.1371/journal.pcbi.1007509"
"34559812","Noise robustness of persistent homology on greyscale images, across filtrations and signatures","Turkeš R, Nys J, Verdonck T, Latré S.","PLoS One. 2021 Sep 24;16(9):e0257215. doi: 10.1371/journal.pone.0257215. eCollection 2021.","Turkeš R","PLoS One","2021","2021/09/24","PMC8462731","","10.1371/journal.pone.0257215"
"37904918","Deconstructing the Mapper algorithm to extract richer topological and temporal features from functional neuroimaging data","Haşegan D, Geniesse C, Chowdhury S, Saggar M.","bioRxiv [Preprint]. 2023 Oct 19:2023.10.13.562304. doi: 10.1101/2023.10.13.562304.","Haşegan D","bioRxiv","2023","2023/10/31","PMC10614807","","10.1101/2023.10.13.562304"
"32101592","Correction: Designing machine learning workflows with an application to topological data analysis","Cawi E, La Rosa PS, Nehorai A.","PLoS One. 2020 Feb 26;15(2):e0229821. doi: 10.1371/journal.pone.0229821. eCollection 2020.","Cawi E","PLoS One","2020","2020/02/27","PMC7043754","","10.1371/journal.pone.0229821"
"35632064","0-Dimensional Persistent Homology Analysis Implementation in Resource-Scarce Embedded Systems","Branco S, Carvalho JG, Reis MS, Lopes NV, Cabral J.","Sensors (Basel). 2022 May 11;22(10):3657. doi: 10.3390/s22103657.","Branco S","Sensors (Basel)","2022","2022/05/28","PMC9144123","","10.3390/s22103657"
"35926878","Sensitisation to recombinant Aspergillus fumigatus allergens and clinical outcomes in COPD","Tiew PY, Narayana JK, Quek MSL, Ang YY, Ko FWS, Poh ME, Jaggi TK, Xu H, Thng KX, Koh MS, Tee A, Hui DSC, Abisheganaden JA, Tsaneva-Atanasova K, Chew FT, Chotirmall SH.","Eur Respir J. 2023 Jan 6;61(1):2200507. doi: 10.1183/13993003.00507-2022. Print 2023 Jan.","Tiew PY","Eur Respir J","2023","2022/08/04","PMC9816419","","10.1183/13993003.00507-2022"
"29285341","Simulating a virtual population's sensitivity to salt and uninephrectomy","Clemmer JS, Hester RL, Pruett WA.","Interface Focus. 2018 Feb 6;8(1):20160134. doi: 10.1098/rsfs.2016.0134. Epub 2017 Dec 15.","Clemmer JS","Interface Focus","2018","2017/12/30","PMC5740217","","10.1098/rsfs.2016.0134"
"35778103","Topological descriptor of thermal conductivity in amorphous Si","Minamitani E, Shiga T, Kashiwagi M, Obayashi I.","J Chem Phys. 2022 Jun 28;156(24):244502. doi: 10.1063/5.0093441.","Minamitani E","J Chem Phys","2022","2022/07/01","","","10.1063/5.0093441"
"34495835","Persistence Cycles for Visual Exploration of Persistent Homology","Iuricich F.","IEEE Trans Vis Comput Graph. 2022 Dec;28(12):4966-4979. doi: 10.1109/TVCG.2021.3110663. Epub 2022 Oct 26.","Iuricich F","IEEE Trans Vis Comput Graph","2022","2021/09/08","","","10.1109/TVCG.2021.3110663"
"36383685","Visualization of exhaled breath metabolites reveals distinct diagnostic signatures for acute cardiorespiratory breathlessness","Ibrahim W, Wilde MJ, Cordell RL, Richardson M, Salman D, Free RC, Zhao B, Singapuri A, Hargadon B, Gaillard EA, Suzuki T, Ng LL, Coats T, Thomas P, Monks PS, Brightling CE, Greening NJ, Siddiqui S; EMBER Consortium; Munton R, Le Quesne J, Goodall AH, Pandya HC, Reynolds JC, Clokie MRJ, Samani NJ, Barer MR, Shaw JA.","Sci Transl Med. 2022 Nov 16;14(671):eabl5849. doi: 10.1126/scitranslmed.abl5849. Epub 2022 Nov 16.","Ibrahim W","Sci Transl Med","2022","2022/11/16","PMC7613858","EMS156250","10.1126/scitranslmed.abl5849"
"32443551","A Data-Driven Learning Method for Constitutive Modeling: Application to Vascular Hyperelastic Soft Tissues","González D, García-González A, Chinesta F, Cueto E.","Materials (Basel). 2020 May 18;13(10):2319. doi: 10.3390/ma13102319.","González D","Materials (Basel)","2020","2020/05/24","PMC7288154","","10.3390/ma13102319"
"27877877","Materials inspired by mathematics","Kotani M, Ikeda S.","Sci Technol Adv Mater. 2016 Jun 8;17(1):253-259. doi: 10.1080/14686996.2016.1180233. eCollection 2016.","Kotani M","Sci Technol Adv Mater","2016","2016/11/24","PMC5111558","","10.1080/14686996.2016.1180233"
"33244777","Persistent homology and application on residues 1 to 28 of amyloid beta peptide","Gao Y, Lei F, Li SX.","Proteins. 2021 Apr;89(4):409-415. doi: 10.1002/prot.26026. Epub 2020 Dec 7.","Gao Y","Proteins","2021","2020/11/27","","","10.1002/prot.26026"
"37943957","Geometric and topological characterization of the cytoarchitecture of islets of Langerhans","Aggarwal M, Striegel DA, Hara M, Periwal V.","PLoS Comput Biol. 2023 Nov 9;19(11):e1011617. doi: 10.1371/journal.pcbi.1011617. eCollection 2023 Nov.","Aggarwal M","PLoS Comput Biol","2023","2023/11/09","PMC10662755","","10.1371/journal.pcbi.1011617"
"28456167","Persistent homology of time-dependent functional networks constructed from coupled time series","Stolz BJ, Harrington HA, Porter MA.","Chaos. 2017 Apr;27(4):047410. doi: 10.1063/1.4978997.","Stolz BJ","Chaos","2017","2017/05/01","","","10.1063/1.4978997"
"28238273","A Novel Approach to Identifying a Neuroimaging Biomarker for Patients With Serious Mental Illness","Madan A, Fowler JC, Patriquin MA, Salas R, Baldwin PR, Velasquez KM, Viswanath H, Molfese DL, Sharp C, Allen JG, Hardesty S, Oldham JM, Frueh BC.","J Neuropsychiatry Clin Neurosci. 2017 Summer;29(3):275-283. doi: 10.1176/appi.neuropsych.16090174. Epub 2017 Feb 27.","Madan A","J Neuropsychiatry Clin Neurosci","2017","2017/02/28","","","10.1176/appi.neuropsych.16090174"
"36635617","Statistical and topological summaries aid disease detection for segmented retinal vascular images","Nardini JT, Pugh CWJ, Byrne HM.","Microcirculation. 2023 May;30(4):e12799. doi: 10.1111/micc.12799. Epub 2023 Feb 2.","Nardini JT","Microcirculation","2023","2023/01/12","","","10.1111/micc.12799"
"27298351","Hierarchical structures of amorphous solids characterized by persistent homology","Hiraoka Y, Nakamura T, Hirata A, Escolar EG, Matsue K, Nishiura Y.","Proc Natl Acad Sci U S A. 2016 Jun 28;113(26):7035-40. doi: 10.1073/pnas.1520877113. Epub 2016 Jun 13.","Hiraoka Y","Proc Natl Acad Sci U S A","2016","2016/06/15","PMC4932931","","10.1073/pnas.1520877113"
"36045892","Model-based plant phenomics on morphological traits using morphometric descriptors","Noshita K, Murata H, Kirie S.","Breed Sci. 2022 Mar;72(1):19-30. doi: 10.1270/jsbbs.21078. Epub 2022 Feb 17.","Noshita K","Breed Sci","2022","2022/09/01","PMC8987841","","10.1270/jsbbs.21078"
"35065362","Hybridization of hierarchical clustering with persistent homology in assessing haze episodes between air quality monitoring stations","Zulkepli NFS, Noorani MSM, Razak FA, Ismail M, Alias MA.","J Environ Manage. 2022 Mar 15;306:114434. doi: 10.1016/j.jenvman.2022.114434. Epub 2022 Jan 20.","Zulkepli NFS","J Environ Manage","2022","2022/01/22","","","10.1016/j.jenvman.2022.114434"
"28534490","Quantifying similarity of pore-geometry in nanoporous materials","Lee Y, Barthel SD, Dłotko P, Moosavi SM, Hess K, Smit B.","Nat Commun. 2017 May 23;8:15396. doi: 10.1038/ncomms15396.","Lee Y","Nat Commun","2017","2017/05/24","PMC5457500","","10.1038/ncomms15396"
"27060383","Topological persistence vineyard for dynamic functional brain connectivity during resting and gaming stages","Yoo J, Kim EY, Ahn YM, Ye JC.","J Neurosci Methods. 2016 Jul 15;267:1-13. doi: 10.1016/j.jneumeth.2016.04.001. Epub 2016 Apr 6.","Yoo J","J Neurosci Methods","2016","2016/04/10","","","10.1016/j.jneumeth.2016.04.001"
"38626875","Advancing Precision Medicine: Algebraic Topology and Differential Geometry in Radiology and Computational Pathology","Levenson RM, Singh Y, Rieck B, Hathaway QA, Farrelly C, Rozenblit J, Prasanna P, Erickson B, Choudhary A, Carlsson G, Sarkar D.","Lab Invest. 2024 Jun;104(6):102060. doi: 10.1016/j.labinv.2024.102060. Epub 2024 Apr 16.","Levenson RM","Lab Invest","2024","2024/04/16","","","10.1016/j.labinv.2024.102060"
"33071571","Evolution of local motifs and topological proximity in self-assembled quasi-crystalline phases","Cramer Pedersen M, Robins V, Mortensen K, Kirkensgaard JJK.","Proc Math Phys Eng Sci. 2020 Sep;476(2241):20200170. doi: 10.1098/rspa.2020.0170. Epub 2020 Sep 2.","Cramer Pedersen M","Proc Math Phys Eng Sci","2020","2020/10/19","PMC7544332","","10.1098/rspa.2020.0170"
"28829775","Novel subgroups of attention-deficit/hyperactivity disorder identified by topological data analysis and their functional network modular organizations","Kyeong S, Kim JJ, Kim E.","PLoS One. 2017 Aug 22;12(8):e0182603. doi: 10.1371/journal.pone.0182603. eCollection 2017.","Kyeong S","PLoS One","2017","2017/08/23","PMC5567504","","10.1371/journal.pone.0182603"
"37859293","Topological analysis of brain dynamics in autism based on graph and persistent homology","Talesh Jafadideh A, Mohammadzadeh Asl B.","Comput Biol Med. 2022 Nov;150:106202. doi: 10.1016/j.compbiomed.2022.106202. Epub 2022 Oct 18.","Talesh Jafadideh A","Comput Biol Med","2022","2023/10/20","","","10.1016/j.compbiomed.2022.106202"
"31217445","Hepatic tumor classification using texture and topology analysis of non-contrast-enhanced three-dimensional T1-weighted MR images with a radiomics approach","Oyama A, Hiraoka Y, Obayashi I, Saikawa Y, Furui S, Shiraishi K, Kumagai S, Hayashi T, Kotoku J.","Sci Rep. 2019 Jun 19;9(1):8764. doi: 10.1038/s41598-019-45283-z.","Oyama A","Sci Rep","2019","2019/06/21","PMC6584736","","10.1038/s41598-019-45283-z"
"35100393","Corrigendum to: Fast Estimation of Recombination Rates Using Topological Data Analysis","Humphreys DP, McGuirl MR, Miyagi M, Blumberg AJ.","Genetics. 2022 Feb 4;220(2):iyab194. doi: 10.1093/genetics/iyab194.","Humphreys DP","Genetics","2022","2022/01/31","PMC9097249","","10.1093/genetics/iyab194"
"32256012","FRACTAL DIMENSION ESTIMATION WITH PERSISTENT HOMOLOGY: A COMPARATIVE STUDY","Jaquette J, Schweinhart B.","Commun Nonlinear Sci Numer Simul. 2020 May;84:105163. doi: 10.1016/j.cnsns.2019.105163. Epub 2019 Dec 30.","Jaquette J","Commun Nonlinear Sci Numer Simul","2020","2020/04/08","PMC7117095","NIHMS1548829","10.1016/j.cnsns.2019.105163"
"38234251","Descriptor generation from Morgan fingerprint using persistent homology","Ehiro T.","SAR QSAR Environ Res. 2024 Jan;35(1):31-51. doi: 10.1080/1062936X.2023.2301327. Epub 2024 Jan 29.","Ehiro T","SAR QSAR Environ Res","2024","2024/01/18","","","10.1080/1062936X.2023.2301327"
"32650699","Non-ischemic endocardial scar geometric remodeling toward topological machine learning","Singh Y, Shakyawar D, Hu W.","Proc Inst Mech Eng H. 2020 Sep;234(9):1029-1035. doi: 10.1177/0954411920937221. Epub 2020 Jul 10.","Singh Y","Proc Inst Mech Eng H","2020","2020/07/12","","","10.1177/0954411920937221"
"34573837","Understanding Changes in the Topology and Geometry of Financial Market Correlations during a Market Crash","Yen PT, Xia K, Cheong SA.","Entropy (Basel). 2021 Sep 14;23(9):1211. doi: 10.3390/e23091211.","Yen PT","Entropy (Basel)","2021","2021/09/28","PMC8467365","","10.3390/e23091211"
"34556682","Risk prediction of clinical adverse outcomes with machine learning in a cohort of critically ill patients with atrial fibrillation","Falsetti L, Rucco M, Proietti M, Viticchi G, Zaccone V, Scarponi M, Giovenali L, Moroncini G, Nitti C, Salvi A.","Sci Rep. 2021 Sep 23;11(1):18925. doi: 10.1038/s41598-021-97218-2.","Falsetti L","Sci Rep","2021","2021/09/24","PMC8460701","","10.1038/s41598-021-97218-2"
"37881319","Mycobacteriaceae Phenome Atlas (MPA): A Standardized Atlas for the Mycobacteriaceae Phenome Based on Heterogeneous Sources","Liu W, Cen H, Wu Z, Zhou H, Chen S, Yang X, Zhao G, Zhang G.","Phenomics. 2023 Jun 13;3(5):439-456. doi: 10.1007/s43657-023-00101-5. eCollection 2023 Oct.","Liu W","Phenomics","2023","2023/10/26","PMC10593683","","10.1007/s43657-023-00101-5"
"38373479","Quantifying collective motion patterns in mesenchymal cell populations using topological data analysis and agent-based modeling","Nguyen KC, Jameson CD, Baldwin SA, Nardini JT, Smith RC, Haugh JM, Flores KB.","Math Biosci. 2024 Apr;370:109158. doi: 10.1016/j.mbs.2024.109158. Epub 2024 Feb 17.","Nguyen KC","Math Biosci","2024","2024/02/19","PMC10966690","NIHMS1970221","10.1016/j.mbs.2024.109158"
"37285341","Quantifying ecosystem states and state transitions of the Upper Mississippi River System using topological data analysis","Larson DM, Bungula W, McKean C, Stockdill A, Lee A, Miller FF, Davis K.","PLoS Comput Biol. 2023 Jun 7;19(6):e1011147. doi: 10.1371/journal.pcbi.1011147. eCollection 2023 Jun.","Larson DM","PLoS Comput Biol","2023","2023/06/07","PMC10246787","","10.1371/journal.pcbi.1011147"
"36203591","Blood gene expression predicts intensive care unit admission in hospitalised patients with COVID-19","Penrice-Randal R, Dong X, Shapanis AG, Gardner A, Harding N, Legebeke J, Lord J, Vallejo AF, Poole S, Brendish NJ, Hartley C, Williams AP, Wheway G, Polak ME, Strazzeri F, Schofield JPR, Skipp PJ, Hiscox JA, Clark TW, Baralle D.","Front Immunol. 2022 Sep 20;13:988685. doi: 10.3389/fimmu.2022.988685. eCollection 2022.","Penrice-Randal R","Front Immunol","2022","2022/10/07","PMC9530807","","10.3389/fimmu.2022.988685"
"34707892","The Topology of Pediatric Structural Asymmetries in Language-Related Cortex","Eckert MA, Iuricich F, Vaden KI Jr, Glaze BT; Dyslexia Data Consortium.","Symmetry (Basel). 2020 Nov;12(11):1809. doi: 10.3390/sym12111809. Epub 2020 Oct 31.","Eckert MA","Symmetry (Basel)","2020","2021/10/28","PMC8547740","NIHMS1710036","10.3390/sym12111809"
"33249346","Grain analysis of atomic force microscopy images via persistent homology","Duman AN.","Ultramicroscopy. 2021 Jan;220:113176. doi: 10.1016/j.ultramic.2020.113176. Epub 2020 Nov 21.","Duman AN","Ultramicroscopy","2021","2020/11/29","","","10.1016/j.ultramic.2020.113176"
"32390820","Topological View of Flows Inside the BOLD Spontaneous Activity of the Human Brain","Don APH, Peters JF, Ramanna S, Tozzi A.","Front Comput Neurosci. 2020 Apr 22;14:34. doi: 10.3389/fncom.2020.00034. eCollection 2020.","Don APH","Front Comput Neurosci","2020","2020/05/12","PMC7189216","","10.3389/fncom.2020.00034"
"33340292","[Direct and indirect neurological manifestations of COVID-19]","Gromova OA, Torshin IY, Semenov VA, Putilina MV, Chuchalin AG.","Zh Nevrol Psikhiatr Im S S Korsakova. 2020;120(11):11-21. doi: 10.17116/jnevro202012011111.","Gromova OA","Zh Nevrol Psikhiatr Im S S Korsakova","2020","2020/12/19","","","10.17116/jnevro202012011111"
"38199210","Novel dimensionality reduction method, Taelcore, enhances lung transplantation risk prediction","Gouiaa F, Vomo-Donfack KL, Tran-Dinh A, Morilla I.","Comput Biol Med. 2024 Feb;169:107969. doi: 10.1016/j.compbiomed.2024.107969. Epub 2024 Jan 4.","Gouiaa F","Comput Biol Med","2024","2024/01/10","","","10.1016/j.compbiomed.2024.107969"
"37397880","Temporal Mapper: Transition networks in simulated and real neural dynamics","Zhang M, Chowdhury S, Saggar M.","Netw Neurosci. 2023 Jun 30;7(2):431-460. doi: 10.1162/netn_a_00301. eCollection 2023.","Zhang M","Netw Neurosci","2023","2023/07/03","PMC10312258","","10.1162/netn_a_00301"
"33048699","TaxThemis: Interactive Mining and Exploration of Suspicious Tax Evasion Groups","Lin Y, Wong K, Wang Y, Zhang R, Dong B, Qu H, Zheng Q.","IEEE Trans Vis Comput Graph. 2021 Feb;27(2):849-859. doi: 10.1109/TVCG.2020.3030370. Epub 2021 Jan 28.","Lin Y","IEEE Trans Vis Comput Graph","2021","2020/10/13","","","10.1109/TVCG.2020.3030370"
"31105367","Barcodes of Towers and a Streaming Algorithm for Persistent Homology","Kerber M, Schreiber H.","Discrete Comput Geom. 2019;61(4):852-879. doi: 10.1007/s00454-018-0030-0. Epub 2018 Oct 1.","Kerber M","Discrete Comput Geom","2019","2019/05/21","PMC6486534","","10.1007/s00454-018-0030-0"
"29212759","Navigating features: a topologically informed chart of electromyographic features space","Phinyomark A, Khushaba RN, Ibáñez-Marcelo E, Patania A, Scheme E, Petri G.","J R Soc Interface. 2017 Dec;14(137):20170734. doi: 10.1098/rsif.2017.0734.","Phinyomark A","J R Soc Interface","2017","2017/12/08","PMC5746577","","10.1098/rsif.2017.0734"
"38365224","Non-stenotic fibro-calcific aortic valve as a predictor of myocardial infarction recurrence","Myasoedova VA, Chiesa M, Cosentino N, Bonomi A, Ludergnani M, Bozzi M, Valerio V, Moschetta D, Massaiu I, Mantegazza V, Marenzi G, Poggio P.","Eur J Prev Cardiol. 2024 Feb 14:zwae062. doi: 10.1093/eurjpc/zwae062. Online ahead of print.","Myasoedova VA","Eur J Prev Cardiol","2024","2024/02/16","","","10.1093/eurjpc/zwae062"
"35105131","Topological analysis of the latent geometry of a complex network","Jhun B.","Chaos. 2022 Jan;32(1):013116. doi: 10.1063/5.0073107.","Jhun B","Chaos","2022","2022/02/02","","","10.1063/5.0073107"
"35801638","Intact Drosophila central nervous system cellular quantitation reveals sexual dimorphism","Jiao W, Spreemann G, Ruchti E, Banerjee S, Vernon S, Shi Y, Stowers RS, Hess K, McCabe BD.","Elife. 2022 Jul 8;11:e74968. doi: 10.7554/eLife.74968.","Jiao W","Elife","2022","2022/07/08","PMC9270032","","10.7554/eLife.74968"
"31410376","Topological exploration of artificial neuronal network dynamics","Bardin JB, Spreemann G, Hess K.","Netw Neurosci. 2019 Jul 1;3(3):725-743. doi: 10.1162/netn_a_00080. eCollection 2019.","Bardin JB","Netw Neurosci","2019","2019/08/15","PMC6663191","","10.1162/netn_a_00080"
"35590625","Unsupervised topological learning for identification of atomic structures","Becker S, Devijver E, Molinier R, Jakse N.","Phys Rev E. 2022 Apr;105(4-2):045304. doi: 10.1103/PhysRevE.105.045304.","Becker S","Phys Rev E","2022","2022/05/20","","","10.1103/PhysRevE.105.045304"
"36507160","Identifying porous cage subsets in the Cambridge Structural Database using topological data analysis","Li A, Bueno-Perez R, Fairen-Jimenez D.","Chem Sci. 2022 Oct 31;13(45):13507-13523. doi: 10.1039/d2sc03171j. eCollection 2022 Nov 23.","Li A","Chem Sci","2022","2022/12/12","PMC9682994","","10.1039/d2sc03171j"
"38797807","Linear regression model for metal-organic frameworks with CO(2) adsorption based on topological data analysis","Akagi K, Naito H, Saikawa T, Kotani M, Yoshikawa H.","Sci Rep. 2024 May 26;14(1):12021. doi: 10.1038/s41598-024-62858-7.","Akagi K","Sci Rep","2024","2024/05/26","PMC11128442","","10.1038/s41598-024-62858-7"
"37823029","Persistent homology analysis of type 2 diabetes genome-wide association studies in protein-protein interaction networks","Song E.","Front Genet. 2023 Sep 26;14:1270185. doi: 10.3389/fgene.2023.1270185. eCollection 2023.","Song E","Front Genet","2023","2023/10/12","PMC10562725","","10.3389/fgene.2023.1270185"
"36182371","Detecting bifurcations in dynamical systems with CROCKER plots","Güzel İ, Munch E, Khasawneh FA.","Chaos. 2022 Sep;32(9):093111. doi: 10.1063/5.0102421.","Güzel İ","Chaos","2022","2022/10/01","","","10.1063/5.0102421"
"38231180","Characterization of stability of dynamic particle ensemble systems using topological data analysis","Sudhan Kumar H.","Chaos. 2024 Jan 1;34(1):013119. doi: 10.1063/5.0177180.","Sudhan Kumar H","Chaos","2024","2024/01/17","","","10.1063/5.0177180"
"28471543","MRI and biomechanics multidimensional data analysis reveals R(2) -R(1ρ) as an early predictor of cartilage lesion progression in knee osteoarthritis","Pedoia V, Haefeli J, Morioka K, Teng HL, Nardo L, Souza RB, Ferguson AR, Majumdar S.","J Magn Reson Imaging. 2018 Jan;47(1):78-90. doi: 10.1002/jmri.25750. Epub 2017 May 4.","Pedoia V","J Magn Reson Imaging","2018","2017/05/05","PMC5967390","NIHMS967815","10.1002/jmri.25750"
"34783309","Topological network analysis of patient similarity for precision management of acute blood pressure in spinal cord injury","Torres-Espín A, Haefeli J, Ehsanian R, Torres D, Almeida CA, Huie JR, Chou A, Morozov D, Sanderson N, Dirlikov B, Suen CG, Nielson JL, Kyritsis N, Hemmerle DD, Talbott JF, Manley GT, Dhall SS, Whetstone WD, Bresnahan JC, Beattie MS, McKenna SL, Pan JZ, Ferguson AR; TRACK-SCI Investigators.","Elife. 2021 Nov 16;10:e68015. doi: 10.7554/eLife.68015.","Torres-Espín A","Elife","2021","2021/11/16","PMC8639149","","10.7554/eLife.68015"
"39123390","Topological Structures in the Space of Treatment-Naïve Patients with Chronic Lymphocytic Leukemia","McGee RL 2nd, Reed J, Coombes CE, Herling CD, Keating MJ, Abruzzo LV, Coombes KR.","Cancers (Basel). 2024 Jul 26;16(15):2662. doi: 10.3390/cancers16152662.","McGee RL 2nd","Cancers (Basel)","2024","2024/08/10","PMC11311631","","10.3390/cancers16152662"
"26851968","Multidimensional endotyping in patients with severe asthma reveals inflammatory heterogeneity in matrix metalloproteinases and chitinase 3-like protein 1","Hinks TSC, Brown T, Lau LCK, Rupani H, Barber C, Elliott S, Ward JA, Ono J, Ohta S, Izuhara K, Djukanović R, Kurukulaaratchy RJ, Chauhan A, Howarth PH.","J Allergy Clin Immunol. 2016 Jul;138(1):61-75. doi: 10.1016/j.jaci.2015.11.020. Epub 2016 Feb 3.","Hinks TSC","J Allergy Clin Immunol","2016","2016/02/08","PMC4929135","","10.1016/j.jaci.2015.11.020"
"36467576","Bayesian statistical method for detecting structural and topological diversity in polymorphic proteins","Hayashi S, Koseki J, Shimamura T.","Comput Struct Biotechnol J. 2022 Nov 21;20:6519-6525. doi: 10.1016/j.csbj.2022.11.038. eCollection 2022.","Hayashi S","Comput Struct Biotechnol J","2022","2022/12/05","PMC9706128","","10.1016/j.csbj.2022.11.038"
"32438676","Nonlinear Regression Operating on Microstructures Described from Topological Data Analysis for the Real-Time Prediction of Effective Properties","Yun M, Argerich C, Cueto E, Duval JL, Chinesta F.","Materials (Basel). 2020 May 19;13(10):2335. doi: 10.3390/ma13102335.","Yun M","Materials (Basel)","2020","2020/05/23","PMC7287645","","10.3390/ma13102335"
"31554857","Persistent homology of unweighted complex networks via discrete Morse theory","Kannan H, Saucan E, Roy I, Samal A.","Sci Rep. 2019 Sep 25;9(1):13817. doi: 10.1038/s41598-019-50202-3.","Kannan H","Sci Rep","2019","2019/09/27","PMC6761140","","10.1038/s41598-019-50202-3"
"38499497","Multiscale topology in interactomic network: from transcriptome to antiaddiction drug repurposing","Du H, Wei GW, Hou T.","Brief Bioinform. 2024 Jan 22;25(2):bbae054. doi: 10.1093/bib/bbae054.","Du H","Brief Bioinform","2024","2024/03/18","PMC10948341","","10.1093/bib/bbae054"
"32199835","Interpatient Similarities in Cardiac Function: A Platform for Personalized Cardiovascular Medicine","Tokodi M, Shrestha S, Bianco C, Kagiyama N, Casaclang-Verzosa G, Narula J, Sengupta PP.","JACC Cardiovasc Imaging. 2020 May;13(5):1119-1132. doi: 10.1016/j.jcmg.2019.12.018. Epub 2020 Mar 18.","Tokodi M","JACC Cardiovasc Imaging","2020","2020/03/23","PMC7556337","NIHMS1633969","10.1016/j.jcmg.2019.12.018"
"36371184","Machine learning techniques on homological persistence features for prostate cancer diagnosis","Rammal A, Assaf R, Goupil A, Kacim M, Vrabie V.","BMC Bioinformatics. 2022 Nov 12;23(1):476. doi: 10.1186/s12859-022-04992-5.","Rammal A","BMC Bioinformatics","2022","2022/11/12","PMC9652917","","10.1186/s12859-022-04992-5"
"35733428","NeuMapper: A scalable computational framework for multiscale exploration of the brain's dynamical organization","Geniesse C, Chowdhury S, Saggar M.","Netw Neurosci. 2022 Jun 1;6(2):467-498. doi: 10.1162/netn_a_00229. eCollection 2022 Jun.","Geniesse C","Netw Neurosci","2022","2022/06/23","PMC9207992","","10.1162/netn_a_00229"
"35885119","TAaCGH Suite for Detecting Cancer-Specific Copy Number Changes Using Topological Signatures","Aslam J, Ardanza-Trevijano S, Xiong J, Arsuaga J, Sazdanovic R.","Entropy (Basel). 2022 Jun 29;24(7):896. doi: 10.3390/e24070896.","Aslam J","Entropy (Basel)","2022","2022/07/27","PMC9318413","","10.3390/e24070896"
"39202107","Understanding Higher-Order Interactions in Information Space","Edelsbrunner H, Ölsböck K, Wagner H.","Entropy (Basel). 2024 Jul 27;26(8):637. doi: 10.3390/e26080637.","Edelsbrunner H","Entropy (Basel)","2024","2024/08/29","PMC11353700","","10.3390/e26080637"
"33048695","Modeling the Influence of Visual Density on Cluster Perception in Scatterplots Using Topology","Quadri GJ, Rosen P.","IEEE Trans Vis Comput Graph. 2021 Feb;27(2):1829-1839. doi: 10.1109/TVCG.2020.3030365. Epub 2021 Jan 28.","Quadri GJ","IEEE Trans Vis Comput Graph","2021","2020/10/13","","","10.1109/TVCG.2020.3030365"
"37174071","Persistent Homology-Based Machine Learning Method for Filtering and Classifying Mammographic Microcalcification Images in Early Cancer Detection","Malek AA, Alias MA, Razak FA, Noorani MSM, Mahmud R, Zulkepli NFS.","Cancers (Basel). 2023 May 4;15(9):2606. doi: 10.3390/cancers15092606.","Malek AA","Cancers (Basel)","2023","2023/05/13","PMC10177619","","10.3390/cancers15092606"
